"Private_School_Name","State_Name_Latest","State_Name_2019_20","STATE_not_geo_file","STATE","Private_School_Name_2019_20","PPIN","Total_Students_Private_2019_20","Black_Students_Private_2019_20","Hispanic_Students_Private_2019_20","Native_Students_Private_2019_20","Hawaiian_Students_Private_2019_20","Asian_Students_Private_2019_20","White_Students_Private_2019_20","prop_black","prop_hispanic","prop_native","prop_hawaiian","prop_asian","prop_white","FTE_Teachers_Private_2019_20","LOCALE","urbanicity_geo_data","LAT","LON","urbanicity"
NA,NA,NA,NA,"NY",NA,"A1903133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.586634,-73.809144,"city"
"ST NICHOLAS-TOLENTINE","NEW YORK","NEW YORK","NY","NY","ST NICHOLAS-TOLENTINE","A1903151",381,49,93,2,2,74,89,15.31,29.06,0.63,0.63,23.13,27.81,14.8,"11","city",40.718826,-73.809086,"city"
"THE KEW-FOREST SCHOOL","NEW YORK","NEW YORK","NY","NY","THE KEW-FOREST SCHOOL","A1903167",273,48,28,0,0,72,53,19.59,11.43,0,0,29.39,21.63,30.8,"11","city",40.713603,-73.8333,"city"
NA,NA,NA,NA,"NY",NA,"A2102645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.736876,-73.792626,"city"
NA,NA,NA,NA,"NY",NA,"A2102767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.704807,-73.818648,"city"
NA,NA,NA,NA,"NY",NA,"A2102770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.738872,-73.893634,"city"
NA,NA,NA,NA,"NY",NA,"A2102807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.579872,-73.850477,"city"
NA,NA,NA,NA,"NY",NA,"A2301700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.742519,-73.782958,"city"
NA,NA,NA,NA,"NY",NA,"A2301721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.601268,-73.747557,"city"
NA,NA,NA,NA,"NY",NA,"A2301739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.718907,-73.834637,"city"
NA,NA,NA,NA,"NY",NA,"A2370894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.661406,-73.849874,"city"
"AL-IMAN SCHOOL","NEW YORK","NEW YORK","NY","NY","AL-IMAN SCHOOL","A9104867",20,0,3,0,0,17,0,0,15,0,0,85,0,6,"11","city",40.701156,-73.815057,"city"
"NOTRE DAME CATHOLIC ACADEMY","NEW YORK","NEW YORK","NY","NY","NOTRE DAME CATHOLIC ACADEMY","A9104970",303,3,68,0,0,10,153,1.28,29.06,0,0,4.27,65.38,11.1,"11","city",40.711629,-73.901984,"city"
NA,NA,NA,NA,"NY",NA,"A9105003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.767747,-73.767213,"city"
"AL-IHSAN ACADEMY","NEW YORK","NEW YORK","NY","NY","AL-IHSAN ACADEMY","A9300668",508,31,0,0,0,343,92,6.62,0,0,0,73.29,19.66,46,"11","city",40.674798,-73.808169,"city"
NA,NA,NA,NA,"NY",NA,"A9300691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.705577,-73.820713,"city"
"ALLEN CHRISTIAN SCHOOL","NEW YORK","NEW YORK","NY","NY","ALLEN CHRISTIAN SCHOOL","A9303704",72,16,0,0,0,0,0,100,0,0,0,0,0,10.8,"11","city",40.690741,-73.778862,"city"
NA,NA,NA,NA,"NY",NA,"A9503007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.728016,-73.823243,"city"
"RAZI SCHOOL","NEW YORK","NEW YORK","NY","NY","RAZI SCHOOL","A9702456",139,8,4,0,0,82,27,6.4,3.2,0,0,65.6,21.6,20.4,"11","city",40.74259,-73.909611,"city"
NA,NA,NA,NA,"NY",NA,"A9702510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.692533,-73.731134,"city"
"BNOS MALKA ACADEMY","NEW YORK","NEW YORK","NY","NY","BNOS MALKA ACADEMY","A9903146",406,0,0,0,0,0,370,0,0,0,0,0,100,25,"11","city",40.723018,-73.838472,"city"
"LEARNING TREE MULTI-CULTURAL SCHOOL","NEW YORK","NEW YORK","NY","NY","LEARNING TREE MULTI-CULTURAL SCHOOL","A9903217",82,60,15,0,0,0,7,73.17,18.29,0,0,0,8.54,9.5,"11","city",40.766288,-73.816104,"city"
"LUTHERAN SCHOOL OF FLUSHING & BAYSIDE","NEW YORK","NEW YORK","NY","NY","LUTHERAN SCHOOL OF FLUSHING & BAYSIDE","A9903219",84,10,5,0,0,22,7,22.73,11.36,0,0,50,15.91,3.9,"11","city",40.767732,-73.772229,"city"
"MUSLIM CENTER JUNIOR HIGH SCHOOL","NEW YORK","NEW YORK","NY","NY","MUSLIM CENTER JUNIOR HIGH SCHOOL","A9903229",164,8,0,0,0,134,13,5.16,0,0,0,86.45,8.39,14.8,"11","city",40.75084,-73.820471,"city"
"TAG HIGH SCHOOL","NEW YORK","NEW YORK","NY","NY","TAG HIGH SCHOOL","A9903264",365,0,0,0,0,0,365,0,0,0,0,0,100,58.4,"11","city",40.599656,-73.742223,"city"
"YESHIVA KETANA OF QUEENS","NEW YORK","NEW YORK","NY","NY","YESHIVA KETANA OF QUEENS","A9903289",409,0,5,0,0,3,351,0,1.22,0,0,0.73,85.82,84.3,"11","city",40.721921,-73.809399,"city"
NA,NA,NA,NA,"NY",NA,"AA001442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.600881,-73.745654,"city"
"JACKSON HEIGHTS SCHOOL SDA","NEW YORK","NEW YORK","NY","NY","JACKSON HEIGHTS SCHOOL SDA","AA890656",58,15,30,0,10,0,3,25.86,51.72,0,17.24,0,5.17,4,"11","city",40.743289,-73.891836,"city"
"HOLY CHILD JESUS CATHOLIC ACADEMY","NEW YORK","NEW YORK","NY","NY","HOLY CHILD JESUS CATHOLIC ACADEMY","BB000826",358,14,138,0,1,78,52,4.95,48.76,0,0.35,27.56,18.37,13,"11","city",40.698649,-73.837643,"city"
NA,NA,NA,NA,"NY",NA,"BB041308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.718849,-73.834736,"city"
NA,NA,NA,NA,"NY",NA,"BB061148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.733187,-73.760252,"city"
"ST FRANCIS DE SALES CATHOLIC ACADEMY","NEW YORK","NEW YORK","NY","NY","ST FRANCIS DE SALES CATHOLIC ACADEMY","BB061156",565,6,16,0,0,2,472,1.2,3.19,0,0,0.4,94.21,29.5,"11","city",40.57665,-73.848622,"city"
"SUMMIT SCHOOL","NEW YORK","NEW YORK","NY","NY","SUMMIT SCHOOL","BB081358",276,34,31,0,0,16,195,12.32,11.23,0,0,5.8,70.65,36,"11","city",40.721319,-73.776963,"city"
"MESIVTA CHOFETZ CHAIM","NEW YORK","NEW YORK","NY","NY","MESIVTA CHOFETZ CHAIM","BB081365",118,1,0,0,0,0,117,0.85,0,0,0,0,99.15,10.8,"11","city",40.723006,-73.817287,"city"
"CONGREGATION YMH","NEW YORK","NEW YORK","NY","NY","CONGREGATION YMH","BB101060",102,0,0,0,0,0,102,0,0,0,0,0,100,8.6,"11","city",40.604181,-73.766979,"city"
NA,NA,NA,NA,"NY",NA,"BB101113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.762639,-73.820085,"city"
"THE NURTURING CENTER","NEW YORK","NEW YORK","NY","NY","THE NURTURING CENTER","BB121753",154,43,0,0,0,0,0,100,0,0,0,0,0,4,"11","city",40.70488,-73.740341,"city"
NA,NA,NA,NA,"NY",NA,"BB140791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.59641,-73.746801,"city"
"SOLOMON SCHECHTER SCHOOL OF QUEENS","NEW YORK","NEW YORK","NY","NY","SOLOMON SCHECHTER SCHOOL OF QUEENS","BB162010",302,0,11,0,0,2,252,0,4.15,0,0,0.75,95.09,50,"11","city",40.72458,-73.811081,"city"
"ST CHRISTOPHER-OTTILIE SCHOOL","NEW YORK","NEW YORK","NY","NY","ST CHRISTOPHER-OTTILIE SCHOOL","BB162026",54,22,22,0,0,1,9,40.74,40.74,0,0,1.85,16.67,11,"11","city",40.708825,-73.811198,"city"
"BNOS BAIS YAAKOV-FAR ROCKAWAY","NEW YORK","NEW YORK","NY","NY","BNOS BAIS YAAKOV-FAR ROCKAWAY","BB170241",1265,0,0,0,0,0,1114,0,0,0,0,0,100,98.8,"11","city",40.600881,-73.745654,"city"
"EL BER ISLAMIC SCHOOL","NEW YORK","NEW YORK","NY","NY","EL BER ISLAMIC SCHOOL","BB201263",22,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,27.27,NA,4.6,"11","city",40.763639,-73.905627,"city"
"ST FRANCIS OF ASSISI CATHOLIC ACADEMY","NEW YORK","NEW YORK","NY","NY","ST FRANCIS OF ASSISI CATHOLIC ACADEMY","BB201264",302,12,25,0,0,12,187,4.84,10.08,0,0,4.84,75.4,13.1,"11","city",40.771896,-73.901008,"city"
"OUR LADY OF HOPE CATHOLIC ACADEMY","NEW YORK","NEW YORK","NY","NY","OUR LADY OF HOPE CATHOLIC ACADEMY","BB201277",503,1,85,0,0,4,333,0.23,19.5,0,0,0.92,76.38,27.5,"11","city",40.72116,-73.8868,"city"
"CHRIST LUTHERAN SCHOOL","NEW YORK","NEW YORK","NY","NY","CHRIST LUTHERAN SCHOOL","BB201294",26,2,2,0,0,1,21,7.69,7.69,0,0,3.85,80.77,3,"11","city",40.663291,-73.733082,"city"
NA,NA,NA,NA,"NY",NA,"BB201296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.71886,-73.809178,"city"
NA,NA,NA,NA,"NY",NA,"BB220469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.666232,-73.767817,"city"
NA,NA,NA,NA,"NY",NA,"BB220470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.597686,-73.752309,"city"
"YESHIVA SHAAR HATORAH","NEW YORK","NEW YORK","NY","NY","YESHIVA SHAAR HATORAH","BB912051",107,0,0,0,0,0,107,0,0,0,0,0,100,5.8,"11","city",40.70379,-73.834281,"city"
"ST BARTHOLOMEW SCHOOL","NEW YORK","NEW YORK","NY","NY","ST BARTHOLOMEW SCHOOL","BB912059",176,2,121,0,2,49,2,1.14,68.75,0,1.14,27.84,1.14,11.5,"11","city",40.743012,-73.877047,"city"
"LES ENFANTS MONTESSORI SCHOOL","NEW YORK","NEW YORK","NY","NY","LES ENFANTS MONTESSORI SCHOOL","BB940448",79,1,1,0,0,8,18,3.45,3.45,0,0,27.59,62.07,20,"11","city",40.76894,-73.921301,"city"
"STEPPING STONE OF SOUTHEASTERN QUEEN SCHOOL","NEW YORK","NEW YORK","NY","NY","STEPPING STONE OF SOUTHEASTERN QUEEN SCHOOL","BB940557",117,59,1,1,1,0,1,93.65,1.59,1.59,1.59,0,1.59,5,"11","city",40.700643,-73.748551,"city"
"YESHIVA HAR TORAH","NEW YORK","NEW YORK","NY","NY","YESHIVA HAR TORAH","BB964055",733,0,0,0,0,0,698,0,0,0,0,0,100,69.1,"11","city",40.752315,-73.723952,"city"
"LA SALLE INSTITUTE","NEW YORK","NEW YORK","NY","NY","LA SALLE INSTITUTE","00923583",374,19,1,0,0,15,339,5.08,0.27,0,0,4.01,90.64,50,"21","suburban",42.693854,-73.68273,"suburban"
NA,NA,NA,NA,"NY",NA,"00923721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",42.69398,-73.647368,"suburban"
"HOLY SPIRIT SCHOOL","NEW YORK","NEW YORK","NY","NY","HOLY SPIRIT SCHOOL","00923765",203,4,1,0,1,8,89,3.7,0.93,0,0.93,7.41,82.41,19,"21","suburban",42.590899,-73.700137,"suburban"
"HOOSAC SCHOOL","NEW YORK","NEW YORK","NY","NY","HOOSAC SCHOOL","00935329",179,10,31,0,0,48,90,5.59,17.32,0,0,26.82,50.28,18,"42","rural",42.857951,-73.343283,"rural"
"EMMA WILLARD SCHOOL","NEW YORK","NEW YORK","NY","NY","EMMA WILLARD SCHOOL","00939731",365,21,15,0,0,96,195,5.75,4.11,0,0,26.3,53.42,45.1,"13","city",42.712594,-73.664429,"city"
"VANDERHEYDEN HALL","NEW YORK","NEW YORK","NY","NY","VANDERHEYDEN HALL","01904708",82,16,6,0,0,1,58,19.51,7.32,0,0,1.22,70.73,16,"21","suburban",42.69059,-73.614071,"suburban"
NA,NA,NA,NA,"NY",NA,"02045414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",42.65927,-73.726931,"suburban"
"SUSAN ODELL TAYLOR SCHOOL FOR CHILDREN","NEW YORK","NEW YORK","NY","NY","SUSAN ODELL TAYLOR SCHOOL FOR CHILDREN","A0107927",88,3,0,0,0,3,55,4.69,0,0,0,4.69,85.94,6.4,"13","city",42.716458,-73.66479,"city"
"ROBERT C PARKER SCHOOL","NEW YORK","NEW YORK","NY","NY","ROBERT C PARKER SCHOOL","A9303777",109,1,1,0,0,2,65,1.28,1.28,0,0,2.56,83.33,12,"41","rural",42.65374,-73.652571,"rural"
"WOODLAND HILL MONTESSORI SCHOOL","NEW YORK","NEW YORK","NY","NY","WOODLAND HILL MONTESSORI SCHOOL","AA890671",305,11,3,0,0,20,136,5.24,1.43,0,0,9.52,64.76,28.3,"21","suburban",42.645935,-73.692431,"suburban"
"ST ANN SCHOOL","NEW YORK","NEW YORK","NY","NY","ST ANN SCHOOL","00919307",224,10,22,2,0,7,129,5.38,11.83,1.08,0,3.76,69.35,9.5,"11","city",40.590973,-74.096893,"city"
"NOTRE DAME ACADEMY HIGH SCHOOL","NEW YORK","NEW YORK","NY","NY","NOTRE DAME ACADEMY HIGH SCHOOL","00920232",438,12,34,2,2,26,358,2.74,7.76,0.46,0.46,5.94,81.74,45,"11","city",40.627649,-74.089473,"city"
"OUR LADY OF GOOD COUNSEL","NEW YORK","NEW YORK","NY","NY","OUR LADY OF GOOD COUNSEL","00920265",302,0,13,0,7,1,253,0,4.59,0,2.47,0.35,89.4,11.8,"11","city",40.63131,-74.086031,"city"
"ST PETERS BOYS HIGH SCHOOL","NEW YORK","NEW YORK","NY","NY","ST PETERS BOYS HIGH SCHOOL","00920378",466,33,23,1,3,19,370,7.08,4.94,0.21,0.64,4.08,79.4,28.5,"11","city",40.639266,-74.099189,"city"
"MSGR FARRELL HIGH SCHOOL","NEW YORK","NEW YORK","NY","NY","MSGR FARRELL HIGH SCHOOL","00922604",873,15,108,0,0,18,732,1.72,12.37,0,0,2.06,83.85,59,"11","city",40.567632,-74.125463,"city"
NA,NA,NA,NA,"NY",NA,"01607454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.599381,-74.070559,"city"
"EDEN II SCHOOL","NEW YORK","NEW YORK","NY","NY","EDEN II SCHOOL","02048029",158,11,10,0,1,5,70,11,10,0,1,5,70,11,"11","city",40.62758,-74.076851,"city"
"MIRAJ ISLAMIC SCHOOL","NEW YORK","NEW YORK","NY","NY","MIRAJ ISLAMIC SCHOOL","A0107707",245,6,3,0,0,55,166,2.55,1.28,0,0,23.4,70.64,34.4,"11","city",40.63483,-74.085896,"city"
"ST JOSEPH HILL ACADEMY","NEW YORK","NEW YORK","NY","NY","ST JOSEPH HILL ACADEMY","A0502554",534,5,33,0,0,21,399,1.07,7.07,0,0,4.5,85.44,24.8,"11","city",40.599381,-74.070559,"city"
"SMILES AROUND US ACADEMY","NEW YORK","NEW YORK","NY","NY","SMILES AROUND US ACADEMY","A0701697",128,0,2,0,0,0,70,0,2.78,0,0,0,97.22,12.6,"11","city",40.591048,-74.067084,"city"
"STATEN ISLAND ACADEMY","NEW YORK","NEW YORK","NY","NY","STATEN ISLAND ACADEMY","A0740097",353,15,11,0,0,66,205,4.59,3.36,0,0,20.18,62.69,50,"11","city",40.594932,-74.109367,"city"
"BISHOP PATRICK V AHERN HIGH SCHOOL","NEW YORK","NEW YORK","NY","NY","BISHOP PATRICK V AHERN HIGH SCHOOL","A1101630",23,0,1,0,0,2,20,0,4.35,0,0,8.7,86.96,3.1,"11","city",40.610098,-74.164635,"city"
"MOTHER FRANCISKA ELEMENTARY SCHOOL","NEW YORK","NEW YORK","NY","NY","MOTHER FRANCISKA ELEMENTARY SCHOOL","A1101696",34,1,3,0,0,2,28,2.94,8.82,0,0,5.88,82.35,5,"11","city",40.599381,-74.070559,"city"
NA,NA,NA,NA,"NY",NA,"A1302054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.522928,-74.230959,"city"
NA,NA,NA,NA,"NY",NA,"A2102677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.509396,-74.242953,"city"
NA,NA,NA,NA,"NY",NA,"A2102685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.609638,-74.164316,"city"
NA,NA,NA,NA,"NY",NA,"A2301720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.601286,-74.13053,"city"
NA,NA,NA,NA,"NY",NA,"A2370867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.54014,-74.170544,"city"
"NEW DORP CHRISTIAN ACADEMY","NEW YORK","NEW YORK","NY","NY","NEW DORP CHRISTIAN ACADEMY","A9104951",148,18,29,0,0,36,33,13.74,22.14,0,0,27.48,25.19,11.9,"11","city",40.571596,-74.11475,"city"
"RABBI JACOB JOSEPH SCHOOL FOR BOYS","NEW YORK","NEW YORK","NY","NY","RABBI JACOB JOSEPH SCHOOL FOR BOYS","A9105127",173,0,0,0,0,0,173,0,0,0,0,0,100,7.5,"11","city",40.546851,-74.157034,"city"
"RABBI JACOB JOSEPH SCHOOL FOR GIRLS","NEW YORK","NEW YORK","NY","NY","RABBI JACOB JOSEPH SCHOOL FOR GIRLS","AA001198",452,0,0,0,0,0,381,0,0,0,0,0,100,60.8,"11","city",40.614366,-74.150408,"city"
"JEWISH FOUNDATION SCHOOL OF STATEN ISLAND","NEW YORK","NEW YORK","NY","NY","JEWISH FOUNDATION SCHOOL OF STATEN ISLAND","AA890643",189,0,0,0,0,0,189,0,0,0,0,0,100,30,"11","city",40.614366,-74.150408,"city"
NA,NA,NA,NA,"NY",NA,"BB220486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",40.573094,-74.137385,"city"
"ST PAUL SCHOOL","NEW YORK","NEW YORK","NY","NY","ST PAUL SCHOOL","00920458",172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,"21","suburban",41.133293,-73.948226,"suburban"
"ST ANTHONY SCHOOL","NEW YORK","NEW YORK","NY","NY","ST ANTHONY SCHOOL","00921269",184,90,22,0,0,10,22,53.25,13.02,0,0,5.92,13.02,10.8,"21","suburban",41.097648,-74.00933,"suburban"
NA,NA,NA,NA,"NY",NA,"00922262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.119775,-73.991213,"suburban"
"ST GREGORY BARBARIGO SCHOOL","NEW YORK","NEW YORK","NY","NY","ST GREGORY BARBARIGO SCHOOL","00922342",211,18,17,0,7,5,89,11.92,11.26,0,4.64,3.31,58.94,9,"21","suburban",41.215024,-73.999118,"suburban"
"ST MARGARET SCHOOL","NEW YORK","NEW YORK","NY","NY","ST MARGARET SCHOOL","00922524",175,7,21,0,0,6,115,4.55,13.64,0,0,3.9,74.68,13.1,"21","suburban",41.059189,-74.026949,"suburban"
NA,NA,NA,NA,"NY",NA,"00936377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.114235,-74.07295,"suburban"
"ADOLPH SCHREIBER HEBREW ACADEMY","NEW YORK","NEW YORK","NY","NY","ADOLPH SCHREIBER HEBREW ACADEMY","00937483",514,0,0,0,0,1,438,0,0,0,0,0.23,99.77,66.4,"21","suburban",41.149458,-74.018911,"suburban"
"GREEN MEADOW WALDORF SCHOOL","NEW YORK","NEW YORK","NY","NY","GREEN MEADOW WALDORF SCHOOL","00940259",243,4,10,1,1,32,149,1.8,4.5,0.45,0.45,14.41,67.12,26.4,"21","suburban",41.081565,-74.062084,"suburban"
NA,NA,NA,NA,"NY",NA,"01904763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.11097,-74.052331,"suburban"
"CORNERSTONE CHRISTIAN SCHOOL","NEW YORK","NEW YORK","NY","NY","CORNERSTONE CHRISTIAN SCHOOL","02166712",100,60,28,0,0,7,0,60,28,0,0,7,0,13.8,"21","suburban",41.149271,-74.022713,"suburban"
"YESHIVA OHR REUVEN","NEW YORK","NEW YORK","NY","NY","YESHIVA OHR REUVEN","A0108082",309,0,0,0,0,0,289,0,0,0,0,0,100,42,"21","suburban",41.15006,-74.101026,"suburban"
"ATERES BAIS YAAKOV ACADEMY OF ROCKLAND","NEW YORK","NEW YORK","NY","NY","ATERES BAIS YAAKOV ACADEMY OF ROCKLAND","A0302180",244,0,0,0,0,0,242,0,0,0,0,0,100,49.4,"21","suburban",41.162346,-74.045396,"suburban"
NA,NA,NA,NA,"NY",NA,"A0302215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.10445,-74.038369,"suburban"
"SHAAREI ARAZIM OF MONSEY","NEW YORK","NEW YORK","NY","NY","SHAAREI ARAZIM OF MONSEY","A0302262",64,0,0,0,0,0,64,0,0,0,0,0,100,10.8,"41","rural",41.161222,-74.10475,"rural"
NA,NA,NA,NA,"NY",NA,"A0502581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.108261,-74.045172,"suburban"
"BAS MIKROH GIRLS SCHOOL","NEW YORK","NEW YORK","NY","NY","BAS MIKROH GIRLS SCHOOL","A0701590",578,0,0,0,0,0,512,0,0,0,0,0,100,30.1,"21","suburban",41.134342,-74.063475,"suburban"
"THE SKILL BUILDING CENTER","NEW YORK","NEW YORK","NY","NY","THE SKILL BUILDING CENTER","A0701713",96,0,0,0,0,0,88,0,0,0,0,0,100,19.6,"41","rural",41.165357,-74.094104,"rural"
NA,NA,NA,NA,"NY",NA,"A0701732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.146138,-74.0799,"suburban"
"BNEI YAKOV YOSEF OF MONSEY","NEW YORK","NEW YORK","NY","NY","BNEI YAKOV YOSEF OF MONSEY","A0902260",458,0,0,0,0,0,347,0,0,0,0,0,100,16,"21","suburban",41.119058,-74.047806,"suburban"
NA,NA,NA,NA,"NY",NA,"A0902436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.097288,-74.071734,"suburban"
"MONSEY BEIS CHAYA MUSHKA-HIGH SCHOOL","NEW YORK","NEW YORK","NY","NY","MONSEY BEIS CHAYA MUSHKA-HIGH SCHOOL","A1101693",101,0,0,0,0,0,101,0,0,0,0,0,100,15.8,"21","suburban",41.096458,-74.082462,"suburban"
NA,NA,NA,NA,"NY",NA,"A1101735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.121808,-74.065182,"suburban"
NA,NA,NA,NA,"NY",NA,"A1101742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.108261,-74.045172,"suburban"
NA,NA,NA,NA,"NY",NA,"A1302044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.098785,-74.111381,"suburban"
"BAIS YAAKOV ELEMENTARY SCHOOL OF ROCKLAND","NEW YORK","NEW YORK","NY","NY","BAIS YAAKOV ELEMENTARY SCHOOL OF ROCKLAND","A1502439",556,0,4,0,0,0,486,0,0.82,0,0,0,99.18,59.4,"21","suburban",41.091606,-74.054989,"suburban"
NA,NA,NA,NA,"NY",NA,"A1502472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.124672,-74.08562,"suburban"
NA,NA,NA,NA,"NY",NA,"A1502480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.135925,-74.055733,"suburban"
"DAYTOP PREP SCHOOL","NEW YORK","NEW YORK","NY","NY","DAYTOP PREP SCHOOL","A1502483",12,4,7,0,0,0,1,33.33,58.33,0,0,0,8.33,4,"21","suburban",41.081459,-73.949121,"suburban"
"MESIVTA AHAVAS HATORAH","NEW YORK","NEW YORK","NY","NY","MESIVTA AHAVAS HATORAH","A1502536",85,0,0,0,0,0,85,0,0,0,0,0,100,6,"21","suburban",41.142521,-74.0549,"suburban"
NA,NA,NA,NA,"NY",NA,"A1502545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.121027,-74.063381,"suburban"
NA,NA,NA,NA,"NY",NA,"A1502610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.114789,-74.070245,"suburban"
NA,NA,NA,NA,"NY",NA,"A1502654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.146197,-74.069391,"suburban"
"ATERES BAIS YAAKOV ACADEMY OF ROCKLAND 2","NEW YORK","NEW YORK","NY","NY","ATERES BAIS YAAKOV ACADEMY OF ROCKLAND 2","A1902961",242,0,0,0,0,0,242,0,0,0,0,0,100,40,"21","suburban",41.11622,-74.075591,"suburban"
NA,NA,NA,NA,"NY",NA,"A1903008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.111403,-74.128915,"suburban"
"CHEDER CHABAD OF MONSEY-BOYS DIVISION","NEW YORK","NEW YORK","NY","NY","CHEDER CHABAD OF MONSEY-BOYS DIVISION","A1903010",179,0,3,0,0,0,176,0,1.68,0,0,0,98.32,16,"21","suburban",41.126286,-74.056046,"suburban"
"CONGREGATION KOIFER NEFESH","NEW YORK","NEW YORK","NY","NY","CONGREGATION KOIFER NEFESH","A1903018",486,0,0,0,0,0,378,0,0,0,0,0,100,26.8,"21","suburban",41.120413,-74.089342,"suburban"
NA,NA,NA,NA,"NY",NA,"A1903021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.107952,-74.076833,"suburban"
"OTTO SPECHT SCHOOL THE","NEW YORK","NEW YORK","NY","NY","OTTO SPECHT SCHOOL THE","A1903102",21,1,3,0,0,2,12,4.76,14.29,0,0,9.52,57.14,NA,"21","suburban",41.085726,-74.063042,"suburban"
"YESHIVA KINYAN TORAH","NEW YORK","NEW YORK","NY","NY","YESHIVA KINYAN TORAH","A1903220",81,0,0,0,0,0,81,0,0,0,0,0,100,8.8,"21","suburban",41.1196,-74.087694,"suburban"
